release_year,specs
2017,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards']"
2017,['Single-player']
2017,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']"
2014,['Captions available']
2017,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']"
2017,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']"
2017,"['Single-player', 'Downloadable Content']"
2017,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']"
2017,['Captions available']
2017,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']"
2017,"['Single-player', 'Steam Achievements', 'Full controller support']"
2017,"['Single-player', 'Steam Trading Cards']"
2017,"['Multi-player', 'Online Multi-Player', 'Steam Achievements', 'Steam Trading Cards', 'Stats', 'Steam Leaderboards']"
2017,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Steam Achievements', 'Steam Cloud']"
2017,"['Single-player', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']"
2017,"['Single-player', 'Steam Trading Cards']"
2017,['Single-player']
2017,['Single-player']
2017,['Single-player']
2017,"['Single-player', 'Steam Trading Cards', 'Includes level editor']"
2017,"['Single-player', 'Online Multi-Player', 'MMO', 'Cross-Platform Multiplayer', 'In-App Purchases']"
2017,"['Single-player', 'Downloadable Content']"
2017,"['Single-player', 'Local Multi-Player', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']"
2017,"['Single-player', 'Downloadable Content']"
2017,"['Single-player', 'Steam Achievements']"
2017,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']"
2017,['Downloadable Content']
2017,['Downloadable Content']
2017,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']"
2017,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards']"
2017,"['Single-player', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']"
2017,['Downloadable Content']
2017,"['Single-player', 'Local Multi-Player', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud', 'Steam Leaderboards']"
2017,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards']"
2017,"['Single-player', 'Multi-player', 'MMO', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases']"
2017,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards']"
2017,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']"
2017,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']"
2017,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']"
2017,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']"
2017,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']"
2017,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']"
2017,['Single-player']
2017,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']"
2017,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards']"
2017,['Captions available']
2017,"['Single-player', 'Downloadable Content']"
2017,['Single-player']
2017,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']"
2017,['Captions available']
2017,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud']"
2010,"['Single-player', 'Multi-player', 'Steam Achievements']"
2017,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']"
2017,['Single-player']
2017,"['Single-player', 'Multi-player', 'Downloadable Content', 'Partial Controller Support']"
2017,"['Single-player', 'Local Multi-Player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards']"
2017,"['Single-player', 'Steam Achievements', 'Partial Controller Support']"
2017,"['Single-player', 'Multi-player', 'Downloadable Content', 'Partial Controller Support']"
2017,"['Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Co-op', 'Online Co-op', 'Local Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']"
2017,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards']"
2017,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']"
2017,"['Single-player', 'Downloadable Content']"
2017,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Stats']"
2017,"['Online Multi-Player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Partial Controller Support', 'Stats', 'Steam Leaderboards']"
2017,"['Single-player', 'Steam Achievements', 'Captions available', 'Steam Cloud']"
2017,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']"
2017,"['Single-player', 'Local Multi-Player', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards']"
2017,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Includes level editor']"
2017,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Stats']"
2017,"['Multi-player', 'Online Multi-Player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Stats']"
2017,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Cross-Platform Multiplayer', 'Steam Trading Cards', 'In-App Purchases']"
2017,"['Single-player', 'Full controller support', 'Steam Trading Cards']"
2017,"['Single-player', 'Full controller support', 'Steam Trading Cards']"
2017,"['Multi-player', 'Online Multi-Player']"
2017,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards']"
2017,['Captions available']
2016,['Captions available']
2017,"['Single-player', 'Multi-player', 'Local Multi-Player', 'Co-op', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']"
2017,"['Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content']"
2017,"['Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content']"
2017,"['Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content']"
2017,"['Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content']"
2017,"['Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content']"
2017,"['Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content']"
2017,"['Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content']"
2017,"['Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content']"
2017,"['Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content']"
2017,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Co-op', 'Local Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Steam Leaderboards']"
2017,"['Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content']"
2017,"['Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content']"
2017,"['Single-player', 'Downloadable Content']"
2017,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']"
2017,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']"
2017,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards']"
2017,"['Single-player', 'Online Multi-Player', 'Steam Achievements', 'Partial Controller Support']"
2017,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']"
2017,"['Single-player', 'Online Multi-Player', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Partial Controller Support']"
2017,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']"
2017,"['Online Multi-Player', 'MMO', 'Cross-Platform Multiplayer', 'Downloadable Content', 'In-App Purchases']"
2017,"['Single-player', 'Partial Controller Support']"
2017,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']"
2016,['Captions available']
2017,"['Single-player', 'Captions available']"
2017,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']"
2017,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']"
2017,"['Single-player', 'Online Multi-Player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud', 'Stats', 'Steam Leaderboards']"
2017,"['Single-player', 'Multi-player', 'Downloadable Content', 'Steam Achievements', 'Steam Cloud']"
2017,['Single-player']
2017,"['Single-player', 'Steam Achievements']"
2017,"['Single-player', 'Online Multi-Player', 'Local Multi-Player', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']"
2017,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Includes Source SDK']"
2017,"['Single-player', 'Online Multi-Player', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Includes level editor']"
2017,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']"
2017,"['Single-player', 'Downloadable Content']"
2017,"['Single-player', 'Steam Achievements']"
2017,"['Single-player', 'Multi-player', 'Local Multi-Player', 'Co-op', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']"
2017,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Includes level editor']"
2017,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']"
2017,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Stats']"
2017,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']"
2017,"['Steam Trading Cards', 'Captions available']"
2017,"['Single-player', 'Steam Workshop', 'Steam Cloud']"
2017,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Co-op', 'Online Co-op', 'Local Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']"
2017,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Stats']"
2017,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']"
2017,['Captions available']
2017,"['Single-player', 'Steam Achievements']"
2017,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']"
2016,['Captions available']
2017,['Captions available']
2017,"['Single-player', 'Multi-player', 'Local Multi-Player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']"
2017,"['Single-player', 'Steam Workshop', 'Steam Cloud']"
2017,"['Single-player', 'Multi-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']"
2016,['Captions available']
2017,"['Single-player', 'Steam Achievements', 'Steam Cloud']"
2017,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Shared/Split Screen', 'Partial Controller Support']"
2017,"['Single-player', 'Downloadable Content']"
2017,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Cloud']"
2017,"['Single-player', 'Steam Achievements', 'Steam Cloud']"
2017,"['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content']"
2017,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']"
2017,"['Single-player', 'Downloadable Content']"
2017,"['Single-player', 'Multi-player', 'Online Multi-Player', 'MMO', 'Co-op', 'Online Co-op', 'Downloadable Content', 'Partial Controller Support']"
2017,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Cloud']"
2017,"['Multi-player', 'Steam Achievements', 'Full controller support', 'Stats', 'Steam Leaderboards']"
2017,['Single-player']
2017,"['Single-player', 'Steam Trading Cards']"
2017,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']"
2017,"['Single-player', 'Downloadable Content', 'Steam Achievements']"
2017,"['Single-player', 'Steam Achievements', 'Partial Controller Support']"
2017,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Online Co-op', 'Downloadable Content']"
2017,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']"
2017,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']"
2016,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Steam Trading Cards', 'Captions available']"
