release_year,sentiment
2016,Positive
2016,Mixed
2016,Positive
2016,2 user reviews
2016,2 user reviews
2016,4 user reviews
2016,Mostly Positive
2016,Mostly Positive
2016,4 user reviews
2016,4 user reviews
2016,4 user reviews
2016,5 user reviews
2016,Very Positive
2016,Overwhelmingly Positive
2016,Very Positive
2016,9 user reviews
2016,Very Positive
2016,Mostly Positive
2016,Mixed
2016,Mixed
2016,2 user reviews
2016,2 user reviews
2016,Mostly Negative
2013,1 user reviews
2016,5 user reviews
2016,Mixed
2016,Mostly Positive
2016,Mostly Positive
2016,3 user reviews
2016,Very Positive
2016,2 user reviews
2016,4 user reviews
2016,8 user reviews
2016,Positive
2016,Mostly Positive
2016,Positive
2016,Very Positive
2016,Very Positive
2016,Mixed
2016,5 user reviews
2016,Mixed
2016,Mostly Positive
2016,3 user reviews
2016,Positive
2016,Positive
2016,Very Positive
2016,2 user reviews
2016,Overwhelmingly Positive
2016,7 user reviews
2016,Very Positive
2016,6 user reviews
2016,Mixed
2016,6 user reviews
2016,1 user reviews
2016,Positive
2016,Mostly Positive
2016,5 user reviews
2016,6 user reviews
2016,Positive
2016,Very Positive
2016,Very Positive
2016,Overwhelmingly Positive
2016,Mostly Positive
2016,Mixed
2016,Very Positive
2016,Mixed
2012,Positive
2016,Mostly Positive
2016,Mostly Negative
2016,Mostly Positive
2016,7 user reviews
2006,Positive
2013,2 user reviews
2016,Mostly Positive
2016,Very Positive
2016,Very Positive
2016,Mixed
2016,Very Positive
2018,Very Positive
2016,Mostly Positive
2016,Mostly Positive
2010,2 user reviews
2016,2 user reviews
2016,Positive
2016,5 user reviews
2016,Very Positive
2016,Mixed
2016,Positive
2016,Mostly Positive
2016,Very Positive
2016,8 user reviews
2013,7 user reviews
2011,8 user reviews
2013,1 user reviews
1988,3 user reviews
1993,2 user reviews
2013,2 user reviews
2016,7 user reviews
2016,8 user reviews
2016,Mostly Positive
2016,2 user reviews
2016,2 user reviews
2016,1 user reviews
2016,3 user reviews
2016,3 user reviews
2016,6 user reviews
2016,7 user reviews
2016,Mostly Positive
2016,5 user reviews
2016,Mostly Positive
2016,Very Positive
2016,4 user reviews
2016,Mostly Positive
2016,Very Positive
2016,Positive
2016,Mostly Positive
2016,Positive
2016,Mixed
2016,5 user reviews
2016,Mixed
2016,Mixed
2016,2 user reviews
2016,5 user reviews
2016,Mostly Positive
2016,Mostly Positive
2016,Mixed
2016,1 user reviews
2015,Mostly Positive
2016,3 user reviews
2016,Mixed
2016,7 user reviews
2016,Mixed
2016,Mostly Positive
2016,2 user reviews
2016,6 user reviews
2016,Positive
2014,Mostly Positive
2016,Mixed
2016,Mixed
2016,Mixed
2016,Mixed
2016,8 user reviews
2016,2 user reviews
2016,Mostly Positive
2016,Positive
2016,Overwhelmingly Positive
2016,Positive
2016,2 user reviews
2016,Positive
2016,Mixed
2016,Mixed
2016,Mixed
2016,8 user reviews
2016,Mixed
2016,6 user reviews
2016,2 user reviews
2016,Mostly Positive
2016,3 user reviews
2016,6 user reviews
2016,Positive
2016,Mixed
2016,Mixed
2016,Mixed
2016,Positive
2016,Very Positive
2016,2 user reviews
2016,Mostly Positive
2016,2 user reviews
2016,1 user reviews
2016,3 user reviews
2016,Very Positive
2016,2 user reviews
2016,2 user reviews
2016,2 user reviews
2016,Very Positive
2016,Mostly Negative
2016,Positive
2016,Positive
2016,Mostly Positive
2016,Mixed
2016,Mostly Positive
2016,8 user reviews
2016,Positive
2016,Positive
2016,Mixed
2016,Positive
2016,Positive
2017,Mostly Positive
2016,Mixed
2016,Very Positive
2016,5 user reviews
2016,Mostly Positive
2016,3 user reviews
2016,Mixed
2015,Mostly Negative
2016,7 user reviews
2016,Positive
2016,Mostly Positive
2016,Very Positive
2016,3 user reviews
2016,2 user reviews
2016,1 user reviews
2016,Mixed
2016,Mixed
2016,Mostly Positive
2016,Mixed
2016,Mixed
2016,3 user reviews
2016,3 user reviews
2016,4 user reviews
2016,Mixed
2016,1 user reviews
2016,Mixed
2016,Positive
2016,Mostly Positive
2016,Mostly Positive
2016,Mixed
2006,Mixed
2016,4 user reviews
2016,Positive
2016,Mostly Positive
2016,Mixed
2016,Mixed
2016,2 user reviews
2016,Mixed
2016,Very Positive
2016,8 user reviews
2016,4 user reviews
2016,Mostly Positive
2016,Positive
2016,Overwhelmingly Positive
2016,7 user reviews
2016,5 user reviews
2016,4 user reviews
2016,5 user reviews
2016,1 user reviews
2016,7 user reviews
2016,Very Positive
2016,5 user reviews
2016,3 user reviews
2016,9 user reviews
2016,Mixed
2016,9 user reviews
2016,Mixed
2016,Very Positive
2016,1 user reviews
2016,Mostly Positive
2016,Positive
2016,Positive
2016,Positive
2016,Positive
2016,Mixed
2016,Negative
2016,5 user reviews
2016,4 user reviews
2016,3 user reviews
2016,2 user reviews
2016,Mostly Positive
2016,Mostly Negative
2016,Mostly Positive
2012,Mostly Positive
2016,Mostly Negative
2016,4 user reviews
2016,4 user reviews
2014,1 user reviews
2016,1 user reviews
2016,Very Positive
2016,Very Positive
2016,Mostly Positive
2016,Mostly Positive
2016,2 user reviews
2016,Mixed
2016,Mixed
2014,Very Positive
2016,7 user reviews
2005,Mixed
2016,9 user reviews
2016,8 user reviews
2016,Mostly Negative
2016,Positive
2016,Mixed
2016,Positive
2016,7 user reviews
2016,Positive
2016,Mixed
2016,Mixed
2016,Positive
1984,Positive
2016,Very Positive
2016,Mixed
2016,Mixed
2016,5 user reviews
2016,Positive
2016,1 user reviews
2016,3 user reviews
2016,Very Positive
2016,Mostly Negative
2016,Very Positive
2016,Mixed
2016,Very Positive
2016,Positive
2016,Mostly Positive
2016,Positive
2014,1 user reviews
2016,7 user reviews
2016,Very Positive
2010,Overwhelmingly Positive
2016,Very Positive
2016,Mixed
2016,Positive
2016,Mostly Positive
2016,Very Positive
2012,Mixed
2016,3 user reviews
2016,8 user reviews
2016,Very Positive
2016,3 user reviews
2016,5 user reviews
2016,9 user reviews
2016,Mixed
2016,Mostly Positive
2016,8 user reviews
2016,4 user reviews
2016,2 user reviews
2016,2 user reviews
2016,7 user reviews
2016,Mostly Positive
2016,1 user reviews
2013,8 user reviews
2016,2 user reviews
2016,2 user reviews
2016,1 user reviews
2015,Very Positive
2016,6 user reviews
2016,1 user reviews
2016,Positive
2016,Mostly Negative
2016,Mixed
2016,8 user reviews
2016,Mixed
2016,Very Positive
2016,Mixed
2016,Mixed
2016,5 user reviews
2016,Mostly Positive
2016,Positive
2016,3 user reviews
2016,4 user reviews
2016,Positive
2016,Mostly Negative
2016,Mixed
2016,Mostly Positive
2016,Mixed
2002,6 user reviews
2016,Very Positive
2016,Mixed
2016,Mixed
2016,Mixed
1999,5 user reviews
2016,Overwhelmingly Positive
2016,Mixed
2016,Mixed
2003,Mixed
2016,4 user reviews
2016,Very Positive
2016,Very Positive
2016,1 user reviews
2016,1 user reviews
2016,1 user reviews
2015,7 user reviews
2016,Mixed
2016,Positive
2016,Very Positive
2016,Mixed
2016,Mostly Positive
2016,Positive
2016,2 user reviews
2015,Mostly Positive
2016,Mixed
2016,2 user reviews
2016,Mixed
2016,1 user reviews
2016,Positive
2016,Very Positive
2016,Very Positive
2016,6 user reviews
2016,Very Positive
2016,6 user reviews
2016,Mixed
2016,2 user reviews
2016,Very Positive
2016,1 user reviews
2016,1 user reviews
2016,Mixed
2016,7 user reviews
2016,Positive
2016,5 user reviews
2016,4 user reviews
2016,Mixed
2016,Mostly Positive
2016,3 user reviews
2016,6 user reviews
2016,Very Positive
2016,Mostly Positive
2013,7 user reviews
2016,Positive
2006,Positive
2016,Positive
2016,Very Positive
2016,Negative
2016,Positive
2016,Very Positive
2016,1 user reviews
2016,Mostly Positive
2016,6 user reviews
2016,8 user reviews
2016,Positive
2016,Mixed
2016,3 user reviews
1998,5 user reviews
2016,Very Positive
2016,Mostly Positive
2016,1 user reviews
2016,8 user reviews
2016,Mixed
2016,Positive
2016,4 user reviews
2017,1 user reviews
2016,Very Positive
2016,6 user reviews
2016,5 user reviews
2016,6 user reviews
2016,Mostly Negative
2016,4 user reviews
2016,Positive
2016,Mixed
2016,3 user reviews
2016,4 user reviews
2016,Mixed
2016,Mostly Negative
2016,Mostly Positive
2016,5 user reviews
2016,Positive
2016,Very Positive
2016,1 user reviews
2016,1 user reviews
2016,Mostly Positive
2016,Mostly Positive
2016,Mostly Positive
2012,Positive
2012,3 user reviews
2016,1 user reviews
2016,8 user reviews
2016,9 user reviews
2016,Mixed
2016,Mixed
2016,Very Positive
2016,1 user reviews
2016,Mostly Negative
2016,Very Positive
2016,2 user reviews
2016,Very Positive
2016,3 user reviews
2016,Mostly Positive
2016,Very Positive
2016,Mostly Negative
2016,Mixed
2016,Positive
2016,1 user reviews
2016,4 user reviews
2016,Very Positive
2016,Mostly Negative
2016,2 user reviews
2016,8 user reviews
2016,Mostly Positive
2016,Mixed
2016,Mixed
2016,4 user reviews
2016,6 user reviews
2016,Mixed
2016,Mixed
2016,Mostly Positive
2016,5 user reviews
2016,2 user reviews
2016,Very Positive
2016,Mostly Positive
2016,7 user reviews
2016,9 user reviews
2016,4 user reviews
2016,Positive
2016,1 user reviews
2016,Mixed
2016,Very Positive
2016,Mixed
2016,1 user reviews
2016,Very Positive
2016,2 user reviews
2016,Mostly Positive
2016,Positive
2016,Mixed
2015,1 user reviews
2016,Mostly Positive
2016,5 user reviews
2016,5 user reviews
2015,Positive
2016,Positive
2017,Mostly Positive
2016,5 user reviews
2016,Positive
2016,Mixed
2016,7 user reviews
2016,5 user reviews
2016,Mostly Negative
2016,Very Positive
2008,1 user reviews
2012,1 user reviews
2016,5 user reviews
2016,Mixed
2016,Mixed
2016,4 user reviews
2016,2 user reviews
2016,Mixed
2016,3 user reviews
2016,Positive
2016,4 user reviews
2016,Positive
2016,Very Positive
2016,Mostly Positive
2016,1 user reviews
2016,6 user reviews
2016,4 user reviews
2016,7 user reviews
2016,2 user reviews
2016,9 user reviews
2016,6 user reviews
2010,2 user reviews
2016,Mixed
2016,Mixed
2016,Mixed
2016,Positive
2016,Mostly Positive
2016,5 user reviews
2016,Mixed
2016,3 user reviews
2016,Mixed
2016,Very Positive
2016,Negative
2016,Mixed
2016,Very Positive
2016,Mixed
2016,1 user reviews
2016,Mostly Positive
2016,Very Positive
2016,3 user reviews
2016,2 user reviews
2016,Very Positive
2016,Positive
2016,Very Positive
2016,Mixed
2016,Very Positive
2016,1 user reviews
2016,6 user reviews
2016,Positive
2016,Positive
2016,Positive
2016,Mixed
2013,3 user reviews
2016,Negative
2016,Very Positive
2016,Very Positive
2016,Mostly Positive
2014,Mostly Positive
2016,Mixed
2016,Very Positive
2016,Mixed
2015,5 user reviews
2016,Mostly Positive
2016,Positive
2016,1 user reviews
2016,9 user reviews
2016,8 user reviews
2016,Mixed
2016,Mixed
2016,Mostly Negative
2016,Mixed
2016,6 user reviews
2016,4 user reviews
2016,Very Positive
2016,Positive
2017,Positive
2016,4 user reviews
2016,9 user reviews
2016,1 user reviews
2016,Mostly Negative
2016,Mixed
2016,3 user reviews
2016,Positive
2016,5 user reviews
2016,6 user reviews
2016,4 user reviews
2016,Mixed
2016,Mixed
2016,5 user reviews
2016,Mixed
2016,Mixed
2016,1 user reviews
2016,Mixed
2016,Positive
2016,6 user reviews
2016,Overwhelmingly Positive
2016,Mixed
2016,4 user reviews
2016,4 user reviews
2016,Mixed
2016,Very Positive
2016,Mostly Positive
2016,1 user reviews
2016,8 user reviews
2016,1 user reviews
2016,Positive
2016,Mixed
2016,Mixed
2016,4 user reviews
2016,Very Positive
2016,6 user reviews
2016,8 user reviews
2016,1 user reviews
2016,Mixed
2016,8 user reviews
2015,7 user reviews
2016,Overwhelmingly Positive
2016,Mostly Negative
2015,Very Positive
1999,Mixed
2016,Overwhelmingly Positive
2016,2 user reviews
2016,Very Positive
2016,Positive
2016,Positive
2016,Mixed
2016,1 user reviews
2016,4 user reviews
2016,1 user reviews
2016,3 user reviews
2016,4 user reviews
2016,1 user reviews
2016,1 user reviews
2016,Mixed
2016,Positive
2016,Mixed
2016,8 user reviews
2016,Mixed
2016,2 user reviews
2016,Mostly Negative
2016,Mixed
2016,Mostly Positive
2016,Mostly Positive
2016,8 user reviews
2016,Mixed
2016,Mixed
2016,1 user reviews
2016,1 user reviews
2016,1 user reviews
2016,Mostly Positive
2016,7 user reviews
2016,Mixed
2016,Very Positive
2016,Positive
2016,1 user reviews
2016,Mixed
2008,Very Positive
2016,5 user reviews
2016,4 user reviews
2016,7 user reviews
2016,3 user reviews
2016,4 user reviews
2016,5 user reviews
2016,6 user reviews
2016,2 user reviews
2016,Positive
2014,Very Positive
2016,Positive
2016,Mixed
2016,Mixed
2016,3 user reviews
2015,Mixed
2016,7 user reviews
2016,Positive
2016,Mostly Negative
2016,Mixed
2016,Mostly Negative
2016,Mixed
2016,Positive
2016,1 user reviews
2016,Very Positive
2016,2 user reviews
2016,1 user reviews
2016,Mostly Positive
2016,6 user reviews
2016,1 user reviews
2016,Very Positive
2016,3 user reviews
2016,3 user reviews
2016,Very Positive
2017,Very Positive
2016,Mixed
2016,4 user reviews
2016,3 user reviews
2016,4 user reviews
2016,1 user reviews
2016,4 user reviews
2016,6 user reviews
2016,8 user reviews
2016,Positive
2016,Mixed
2016,Very Positive
2016,5 user reviews
2016,8 user reviews
2016,Positive
2016,Positive
2016,Positive
2016,3 user reviews
2016,Very Positive
2016,5 user reviews
2016,Mostly Negative
2016,Mixed
2016,1 user reviews
2016,9 user reviews
2016,3 user reviews
2016,6 user reviews
2016,Mixed
2016,Very Positive
2016,Very Positive
2016,3 user reviews
2016,Positive
2016,Positive
2016,Mostly Positive
2004,Mostly Positive
2016,Mostly Negative
2016,Very Positive
2016,Mixed
2016,Positive
2016,Very Positive
2016,4 user reviews
2016,6 user reviews
2016,2 user reviews
2016,Mixed
2016,1 user reviews
2014,3 user reviews
2016,Mixed
2016,1 user reviews
2016,7 user reviews
2016,3 user reviews
2016,Very Positive
2016,5 user reviews
2016,Mostly Negative
2016,Positive
2016,2 user reviews
2016,Mixed
2016,Mixed
2016,3 user reviews
2016,Mixed
2016,Positive
2016,Mixed
2016,Mixed
2016,Very Positive
2016,Very Positive
2016,8 user reviews
2016,Very Positive
2016,Mostly Positive
2016,Positive
2016,3 user reviews
2016,Mostly Positive
2016,Very Positive
2016,Mostly Positive
2016,Mixed
2016,Mostly Positive
2016,6 user reviews
2016,Mixed
2016,Positive
2016,Mixed
2016,2 user reviews
2016,Mostly Positive
2016,Mixed
2016,Mixed
2016,4 user reviews
2016,Positive
2016,Mixed
2016,Mixed
2016,7 user reviews
2016,Mostly Negative
2016,4 user reviews
2016,6 user reviews
2016,2 user reviews
2016,5 user reviews
2016,5 user reviews
2016,Mostly Negative
2016,2 user reviews
2016,3 user reviews
2016,3 user reviews
2015,Positive
2016,Positive
2016,Overwhelmingly Positive
2016,Positive
2016,2 user reviews
2016,3 user reviews
2016,9 user reviews
2016,Positive
2016,Positive
2016,9 user reviews
2016,Positive
2016,Positive
2016,7 user reviews
2016,1 user reviews
2016,6 user reviews
2016,3 user reviews
2016,Mixed
2016,Positive
2016,Mostly Positive
2016,3 user reviews
2016,2 user reviews
2016,Mixed
2016,Mixed
2016,2 user reviews
2016,3 user reviews
2016,4 user reviews
2016,Positive
2016,Mixed
2016,Very Positive
2016,Positive
2016,1 user reviews
2016,Mixed
2016,Mixed
2016,Very Positive
2016,Positive
2016,8 user reviews
2016,9 user reviews
2016,Mixed
2017,Very Positive
2016,2 user reviews
2016,Mostly Positive
2016,Mixed
2016,7 user reviews
2016,9 user reviews
2016,7 user reviews
2016,Mixed
2016,5 user reviews
2016,5 user reviews
2016,Positive
2016,2 user reviews
2016,Mostly Positive
2016,1 user reviews
2016,Very Positive
2016,Mixed
2016,Positive
2016,Positive
2016,7 user reviews
2016,3 user reviews
2016,Mostly Negative
2016,Mostly Positive
2016,Positive
2016,Mixed
2016,Mixed
2016,1 user reviews
2016,Mostly Positive
2016,Mixed
2016,Very Positive
2016,Very Positive
2016,Very Positive
2016,3 user reviews
2016,Mostly Positive
2016,5 user reviews
2016,5 user reviews
2016,Mostly Negative
2016,Very Positive
2016,1 user reviews
2016,5 user reviews
2016,Overwhelmingly Positive
2016,Mostly Positive
2016,Mostly Positive
2016,Mixed
2016,3 user reviews
2016,Mostly Positive
2016,Very Positive
2016,3 user reviews
2016,Mixed
2016,Mostly Negative
2016,3 user reviews
2016,7 user reviews
2016,1 user reviews
2016,4 user reviews
2016,Positive
2016,6 user reviews
2016,Mostly Positive
2016,Mixed
2016,8 user reviews
2016,1 user reviews
2016,5 user reviews
2016,5 user reviews
2016,Very Positive
2016,9 user reviews
2016,6 user reviews
2016,2 user reviews
2016,1 user reviews
2016,6 user reviews
2016,1 user reviews
2016,Mixed
2016,Mixed
2016,1 user reviews
2016,Very Positive
2016,Mostly Positive
2016,Positive
2016,Mixed
2016,1 user reviews
2016,Mostly Positive
2016,Mostly Negative
2016,9 user reviews
2016,1 user reviews
2016,Negative
2016,Mostly Positive
2016,Mostly Positive
2016,1 user reviews
2016,6 user reviews
2016,5 user reviews
2016,Positive
2016,Very Positive
2016,2 user reviews
2016,8 user reviews
2016,Very Positive
2016,Very Positive
2016,Very Positive
2016,Mostly Positive
2016,Mostly Positive
2016,2 user reviews
2016,2 user reviews
2016,Positive
2016,Very Positive
2016,Mixed
2016,Mostly Positive
2016,Mixed
2016,5 user reviews
2016,1 user reviews
2016,9 user reviews
2016,4 user reviews
2016,Mixed
2016,Very Positive
2016,Mostly Negative
2016,1 user reviews
2016,6 user reviews
2016,7 user reviews
2016,Very Positive
2016,8 user reviews
2016,7 user reviews
2016,Mostly Positive
2016,Mixed
2016,1 user reviews
2016,2 user reviews
2016,3 user reviews
2016,9 user reviews
2016,Very Positive
2016,Mixed
2016,1 user reviews
2016,Very Positive
2015,Very Positive
2016,Very Positive
2016,Mixed
2016,9 user reviews
2016,Positive
2016,Negative
2016,Mostly Positive
2016,Positive
2016,Very Positive
2016,Very Positive
2016,5 user reviews
2016,1 user reviews
2016,Mixed
2016,2 user reviews
2016,Mostly Negative
2016,4 user reviews
2016,Positive
2016,1 user reviews
2016,Mixed
2016,Mostly Negative
2016,5 user reviews
2015,1 user reviews
2016,Positive
2015,2 user reviews
2016,Mostly Positive
2016,Mostly Negative
2016,Mostly Positive
2016,Very Positive
2016,Positive
2016,1 user reviews
2016,1 user reviews
2016,1 user reviews
2016,6 user reviews
2016,6 user reviews
2014,Mostly Positive
2016,8 user reviews
2016,6 user reviews
2016,Mostly Positive
2016,2 user reviews
2016,Mixed
2016,2 user reviews
2016,Mixed
2016,4 user reviews
2016,Mostly Positive
2016,1 user reviews
2016,2 user reviews
2016,Mostly Positive
2016,7 user reviews
2016,Mixed
2016,5 user reviews
2016,Positive
2016,Mixed
2016,7 user reviews
2016,2 user reviews
2016,1 user reviews
2016,Very Positive
2016,1 user reviews
2016,7 user reviews
2016,Mixed
2016,2 user reviews
2016,2 user reviews
2016,1 user reviews
2016,Mixed
2016,Very Positive
